job_id,title,company_name,company_id,description,max_salary,pay_period,location,med_salary,min_salary,formatted_work_type,remote_allowed,work_type,extracted_skills_text,extracted_skills
3580545157,Industrial Business Development Manager,Action Equipment and Scaffold Company,3325877,"Company DescriptionAction Equipment and Scaffold Company is a leading industrial and commercial scaffolding company headquartered in Phoenix, Arizona with locations in Arizona, Texas, Colorado, Utah, and California. We specialize in providing high-quality scaffolding work, custom scaffolding designs, and scaffolding sale solutions. Our extensive inventory includes system scaffold, suspended scaffold, frame scaffolding, interior scaffolds, folding trestles, guard rail posts, guard rails, locking pins, mortar board stands, planks & decks, shoring and post shore equipment, and accessories.
Role DescriptionThis is a full-time remote role for an Industrial Business Development Manager. The Industrial Business Development Manager will be responsible for identifying and developing new business opportunities, building and maintaining client relationships, negotiating contracts, and overseeing project management. They will also collaborate with the sales team to enhance customer satisfaction and drive revenue growth.
QualificationsStrong background and experience in industrial business development and salesExcellent communication and interpersonal skillsProven ability to generate new leads and close dealsStrong negotiation and contract management skillsAbility to work independently and remotelyKnowledge of scaffolding industry and products is preferredProficient in CRM software and Microsoft Office Suite",100000.0,YEARLY,United States,,50000.0,Full-time,True,FULL_TIME,"{""Industrial business development"",Sales,Communication,""Interpersonal skills"",""Lead generation"",Negotiation,""Contract management"",""Project management"",""CRM software"",""Microsoft Office Suite""}","['Industrial business development', 'Sales', 'Communication', 'Interpersonal skills', 'Lead generation', 'Negotiation', 'Contract management', 'Project management', 'CRM software', 'Microsoft Office Suite']"
3581219846,Private Fitness Instructor,The Line Method,28391784,"Company Description:The Line Method is bringing a new perspective to the world of “everyday fitness.” We are committed to helping people strengthen and mobilize their bodies by using movement styles that focus on the clients’ needs, not fitness trends. Using this approach, we create sustainable, individualized private sessions that help our clients improve movement restrictions, muscle imbalances, and overall weaknesses so that they can live healthy, mobile lives free of aches and pains.
The Line Method is committed to creating a fitness experience that is both enjoyable and individualized. We are huge believers in positive reinforcement, and ensure that we always create an uplifting, collaborative atmosphere for our clients. We know and understand that health is an extremely personal thing, so creating an environment of support and sustainability has become a key part of our process.
Job Description:Our ideal candidate has a comprehensive understanding of the body, and has previous experience in athletics, dance, physical therapy, or private training (weightlifting, pilates, etc.) We’re looking for someone with an open mind when it comes to fitness, who is always curious to learn more about the body, and has a great attitude when it comes to interpersonal relationships. We want to work with someone who shares our company vision and values when it comes to health and fitness - that it should be sustainable, enjoyable, and effective.
All new-hires must undergo our Line Method teacher training (30 - 40 hours depending on previous experience and work history.)Job Duties and Responsibilities:Deliver Private Sessions (in-studio and virtually) to clients that encompass The Line Method philosophiesFoster and maintain relationships with clientsCoordinate scheduling with administrative assistantParticipate in marketing outreach (classes, events, community partnerships, etc.)Maintain high standards of studio cleanliness (wiping down equipment, sweeping when needed, etc.)Attend monthly meetings with management
Job Requirements:3+ years of private training experienceCurrent Personal Training Certification, Pilates Certification, or Bachelors in a related science experienceValid CPR/AED certificationEffective communication and organizational skillsAbility to learn and utilize different scheduling and virtual softwaresPrevious personal experience in sports, dance, or other movement related activities are a plus!",,HOURLY,"Washington, DC",40.0,,Part-time,True,PART_TIME,"{""Personal Training Certification"",""Pilates Certification"",""Bachelors in a related science"",""CPR/AED certification"",""Effective communication"",""Organizational skills"",""Ability to learn and utilize different scheduling and virtual softwares""}","['Personal Training Certification', 'Pilates Certification', 'Bachelors in a related science', 'CPR/AED certification', 'Effective communication', 'Organizational skills', 'Ability to learn and utilize different scheduling and virtual softwares']"
3582587683,Accounts Analyst,McNaughton Bros. Inc.,1317683,"Company DescriptionMcNaughton Bros. Inc. is a moving and storage company based in Indiana, PA. We specialize in providing household goods, office, and industrial moving and storage services. Along with being a DOD approved Transportation Service and Storage Provider. 
Role DescriptionThis is a full-time on-site role for an Accounts Analyst at McNaughton Bros. Inc. located in Indiana, PA. The Accounts Analyst will be responsible for day-to-day tasks including Accounts Receivable and Payable maintenance, bank deposits and reconciliations, communication with vendors and clients, invoicing, and providing excellent customer service.
QualificationsAnalytical Skills and Finance knowledgeStrong written and verbal Communication skillsExperience in Invoicing and Customer ServiceDetail-oriented and strong organizational skillsProficiency in Microsoft ExcelAbility to work independently and as part of a teamPrior experience in the moving and storage industry is a plusBachelor's degree in Accounting, Finance, or related field is preferred but not required",40000.0,YEARLY,"Indiana, PA",,30000.0,Full-time,True,FULL_TIME,"{""Analytical Skills"",""Finance knowledge"",""Strong written and verbal Communication skills"",""Proficiency in Microsoft Excel"",Detail-orientation,""Organizational skills"",""Ability to work independently"",""Teamwork ability""}","['Analytical Skills', 'Finance knowledge', 'Strong written and verbal Communication skills', 'Proficiency in Microsoft Excel', 'Detail-orientation', 'Organizational skills', 'Ability to work independently', 'Teamwork ability']"
3583960568,Sales and Application Engineer,Böning Ship Automation USA,4805509,"Position: Sales and Application Engineer / Business Development (Gulf Coast Area)
Company: Böning USA, Inc.Böning Ship Automation is a German multinational company, founded in 1977, with over 100 employees in Germany, and subsidiaries in Brazil, Croatia, Italy, Spain, and the USA.Böning operates in the maritime and shipbuilding industry, providing electronic systems for the automation and control of commercial vessels and yachts.Our customers are shipyards, electrical integrators, vessel operators, and yacht owners.Böning USA is based in Boca Raton, Florida, and is responsible for the North American market, with a full team of project and service engineers.Böning’s head office is based in the Bremen area, in the north of Germany.We are a young and dynamic company, looking for entrepreneurs and high-qualified people.Website: www.boening-usa.com Place of Work: Louisiana (Home-office) Job descriptionWe are seeking a highly motivated Sales and Application Engineer to join our team at Böning USA. The Sales and Application Engineer will be responsible for the Gulf Coast area (TX, LA, MS, AL), managing existing customers and prospecting new strategic partnerships for Böning USA. The position combines tasks related to the design and implementation of automation systems for vessels and business development activities. The successful candidate will be based in Louisiana and will report directly to the Managing director. The main responsibilities are: 1) Engineering- Elaborate technical drawings in CAD/Visio and technical documentation of automation systems- Program PLC, and other automation devices- Design human-machine interfaces (HMI) 2) Sales - Prospect for new customers in the commercial shipping industry (ship operators, shipyards, integrators, electrical resellers) in the Gulf Coast Area- Develop and support new businesses, new partnerships, and new solutions- Manage client relations, and engage with customers from engineering to commissioning- Make telephone calls and in-person visits and presentations to existing and prospective customers- Prepare technical and commercial proposals/quotations- Plan and define sales strategies, - Elaborate sales reports on customer orders, needs, problems, interests, competitive activities, and potential for new products and services- Prepare weekly reports about sales activities- Attend trade shows- Report to the managing director The Sales and Application Engineer / Business Developer will be expected to travel to Böning USA in Florida monthly, for training and internal meetings. Desired Skills and Experience- Must have: 3 years or more of B2B sales experience with electric/electronic equipment for commercial vessels.- Must have a proven track record of achieving and exceeding sales goals and building strong customer relationships- Must have: strong negotiation and problem-solving skills, with the ability to think strategically and creatively- Must have: Bachelor's degree, ideally in engineering, or some technical discipline (electric / electronics / automation)- Must have: Excellent communication and presentation skills, with the ability to articulate complex technical concepts to a non-technical audience- Experience with boat electronics and electrical drawings (CAD)- Entrepreneur profile- Advanced skills with Microsoft Office and CRM software- Self-driven, proactive, and can work independently, with a strong sense of accountability and a results-oriented mindset- Excellent written and verbal communication skills- Ability to multi-task, organize, and prioritize work- Available for frequent travel, including overnight travel and driving a car- Interested in working in a fast-paced, multicultural, and multilingual environment Compensation- Base salary + commission- Benefits: profit sharing, health insurance, paid holidays, paid vacation Indefinite U.S. work authorized individuals only. Future sponsorship for work authorization is not available.",,,"Louisiana, United States",,,Full-time,True,FULL_TIME,"{""B2B sales experience"",""Electric/electronic equipment for commercial vessels"",""Strong negotiation and problem-solving skills"",""Strategic thinking and creativity"",""Bachelor's degree (engineering or technical discipline)"",""Excellent communication and presentation skills"",""Microsoft Office and CRM software expertise"",""Self-driven, proactive, and results-oriented mindset"",""Multi-tasking, organization, and prioritization abilities"",""Entrepreneurial profile"",""CAD experience (electrical drawings)""}","['B2B sales experience', 'Electric/electronic equipment for commercial vessels', 'Strong negotiation and problem-solving skills', 'Strategic thinking and creativity', ""Bachelor's degree (engineering or technical discipline)"", 'Excellent communication and presentation skills', 'Microsoft Office and CRM software expertise', 'Self-driven', 'proactive', 'and results-oriented mindset', 'Multi-tasking', 'organization', 'and prioritization abilities', 'Entrepreneurial profile', 'CAD experience (electrical drawings)']"
3586167732,Senior Software Engineer,StyleAI,90662302,"StyleAI is the AI-powered, all-in-one unified marketing platform for businesses and ambitious marketing teams. Thousands of companies rely on Style to manage their SEO strategies, Google Ads campaigns, and websites in real time. Based in San Francisco, StyleAI offers three turnkey products: Seona, Crafta, and Adwin, helping businesses automate their entire digital marketing strategy. We are looking to rapidly scale and hire exceptional technical talent. Some information about us:Strategic investors: Raised over $6M from a great investing team including HOF Capital, Avenir, General Catalyst, etc. We are also partnered with the SEO industry leader Semrush and data analytics platform SimilarWeb.Exceptional product market fit: We have seen rapid growth since our inception, going from $0→3M ARR in the last 12 months.Strong talent density: Our team was founded by 2 Berkeley dropouts and consists of high-impact, team players with exceptional technical skills. Our team has turned down offers from Airbnb, Microsoft, Pinterest, IMC Trading, CrowdStrike, Shopify, Palantir, and Cisco to pursue our own vision instead.
Our mission is to democratize digital marketing for all businesses. With StyleAI, it's easier than ever for small businesses to establish a strong online presence.
About the RoleAs an early member of the engineering team at StyleAI, you will own and lead engineering projects that define the user experience of our various product lines. You’ll be responsible for much of the development of our core product offerings: Crafta, Seona, or Adwin.We are a cross-functional team with a culture of collaboration and ownership - we highly encourage developers to resonate with customers, provide infrastructure input, and take-part in strategic product discussions. If any of this resonates with you, this role might be right for you.This role is based in San Francisco, CA. We are full in-person and offer relocation assistance to prospective employees.
ResponsibilitiesBuild intuitive, user-first web apps that can scale with our user base.Work collaboratively with the rest of the engineering team to deliver infrastructure for core and emerging productsSolve complex technical problems, either independently or collaboratively, to deliver innovative solutions that provide customer value and directly impact key business metrics.Understanding and willingness to maintain our core infrastructure.Ensure all code being pushed to the production (across the team) is excellent.
Qualifications8+ years of experience in software development and extremely strong track record, launching innovative products from 0→1 and at scaleStartup mindset - Scrappy, intelligent, and entrepreneurially minded individuals interested in joining a fast paced startup and looking for early ownership and growth.Tech stack experience - Our tech stack includes Typescript/Javascript on the frontend, Golang in the backend, a job queuing system with Kafka, PostgreSQL as our database and cloud hosting with GCP. Experience with Golang and GCP is a bonus.Strong knowledge of SMB and consumer tools - experience with world-class teams in this space is a plus.Track record of shipping and scaling SaaS products, strong attention to detail.
CompensationThe expected range of compensation for this role is $200,000+. Additionally, this role will participate in our equity plan. This salary range may be inclusive of several career levels at StyleAI and will be narrowed during the interview process based on a number of factors such as scope and responsibilities, the candidate’s experience and qualifications, and onboarding.
Useful links:Website: https://usestyle.ai/We practice our tenets religiously: https://usestyle.ai/tenetsLearn more about our company culture here: https://usestyleai.notion.site/StyleAI-Mission-Vision-Tenets-e948703d845043b49bc1dc3015d00c6e",,,San Francisco Bay Area,,,Full-time,True,FULL_TIME,"{Typescript/Javascript,Golang,Kafka,PostgreSQL,""Cloud hosting with GCP"",""Strong attention to detail"",""Track record of shipping and scaling SaaS products"",""Startup mindset"",""Scrapyy, intelligent, and entrepreneurially minded individuals"",""8+ years of experience in software development"",""Extremely strong track record, launching innovative products from 0→1 and at scale""}","['Typescript/Javascript', 'Golang', 'Kafka', 'PostgreSQL', 'Cloud hosting with GCP', 'Strong attention to detail', 'Track record of shipping and scaling SaaS products', 'Startup mindset', 'Scrapyy', 'intelligent', 'and entrepreneurially minded individuals', '8+ years of experience in software development', 'Extremely strong track record', 'launching innovative products from 0→1 and at scale']"
3586242087,Director of Sales,,0,"Company DescriptionExperts in international Oil and Gas Drilling, Hydraulic Fracturing, Production, Consulting, Engineering, Product Distribution, Operations, and Execution of Upstream Exploration & Production, Mid-Stream, Pipeline, all areas of Pressure Control Operations and Products. 
Role DescriptionThis is a full-time hybrid role as the Director of Sales at Diamond D Global. As the Director of Sales, you will be responsible for building, leading and managing the sales team, developing sales strategies, and driving revenue growth. You will also collaborate with cross-functional teams to develop and implement effective sales processes and initiatives. This role is located in Tampa, FL, with flexibility for remote work from other Florida locations.
QualificationsPrior experience in a leadership role within a sales organizationPrior Oil & Gas Experience preferably in pressure control Prior Industrial Bolting Experience a plus Prior Power & Water Experience a plus Well established book of business Knowledge of global supply chainBusiness development background a major plus Demonstrated track record of success in achieving and exceeding sales targetsStrong strategic thinking and problem-solving skillsExcellent communication and interpersonal skillsAbility to build and maintain relationships with key accounts Strong negotiation and closing skillsExperience with CRM software and sales analyticsBachelor's degree in business or a related field or equivalent work experienceAbility to travel as required",,,"Tampa, FL",,,Full-time,True,FULL_TIME,"{Leadership,""Sales Strategy Development"",""Revenue Growth"",""Cross-Functional Collaboration"",""Process Improvement"",""Business Acumen"",""Global Supply Chain Knowledge"",""Strategic Thinking"",Problem-Solving,""Communication Skills"",""Interpersonal Skills"",""Relationship Building"",""Negotiation Skills"",""Closing Skills"",""CRM Software Experience"",""Sales Analytics"",""Travel Ability""}","['Leadership', 'Sales Strategy Development', 'Revenue Growth', 'Cross-Functional Collaboration', 'Process Improvement', 'Business Acumen', 'Global Supply Chain Knowledge', 'Strategic Thinking', 'Problem-Solving', 'Communication Skills', 'Interpersonal Skills', 'Relationship Building', 'Negotiation Skills', 'Closing Skills', 'CRM Software Experience', 'Sales Analytics', 'Travel Ability']"
3885828776,Integration and Test Engineer,General Dynamics Information Technology,1905,"Job Description:

Type of Requisition:

Pipeline

Clearance Level Must Currently Possess:

Secret

Clearance Level Must Be Able To Obtain:

Top Secret/SCI

Suitability:

Public Trust/Other Required:

Job Family:

Test Engineering

Skills:

Job Qualifications:

Data Link, Tactical Radios, Test Planning

Certifications:

Experience:

5 + years of related experience

US Citizenship Required:

Yes

Job Description:

At GDIT, our work makes a global impact by developing, delivering, testing, and sustaining the systems our Nation’s security depends on. As a part of the Advanced Tactical Data Links (ATDL) Program, you will play an integral role in supporting the mission of the Multifunctional Information Distribution System (MIDS) Program Office (MPO) (PMA/PMW-101) in support of Navy, joint, allied and coalition forces world-wide to include the MIDS-Low Volume Terminal (MIDS-LVT) and MIDS Joint Tactical Radio System (MIDS JTRS) as well as Link 16 and other Software Defined Radio (SDR) products and waveforms. Own the opportunity to accelerate your career by supporting the growing and dynamic mission supporting Program Executive Office (PEO) Command, Control, Communications, Computers, and Intelligence (C4I) and the MIDS Program Office.

Transform technology into opportunity as a Integration and Test Engineer with GDIT. A career in enterprise IT means connecting and enhancing the systems that matter most. At GDIT you’ll be at the forefront of innovation and play a meaningful part in improving how agencies operate.

At GDIT, people are our differentiator. As a Integration and Test Engineer you will help ensure today is safe and tomorrow is smarter.

HOW A Integration and Test Engineer WILL MAKE AN IMPACT

Required Experience:

Minimum five (5) years of experience Integration and Test (I&T) Engineering experience supporting programs and platforms through development and platform integration and testMinimum five (5) years of experience with the execution of comprehensive test plans, procedures, and schedules for verifying system requirementsMinimum five (5) years of experience with platform level environmental, reliability, and the flight tests

WHAT YOU’LL NEED TO SUCCEED:

Education: Bachelor of Science degree from an accredited college or university in applied science, computing, engineering, mathematics, physics, management information systems, or other related engineering or computer science discipline

Location: San Diego, CA

Clearance: Active Secret clearance required with the ability to obtain a Top Secret level security clearance with access to Sensitive Compartmented Information (SCI)

GDIT IS YOUR PLACE:

401K with company matchComprehensive health and wellness packagesInternal mobility team dedicated to helping you own your careerProfessional growth opportunities including paid education and certificationsCutting-edge technology you can learn fromRest and recharge with paid vacation and holidays

The likely salary range for this position is $80,226 - $133,973. This is not, however, a guarantee of compensation or salary. Rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range.

Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Onsite

Work Location:

USA CA San Diego

Additional Work Locations:

Total Rewards At GDIT:

Our benefits package for all US-based employees includes a variety of medical plan options, some with Health Savings Accounts, dental plan options, a vision plan, and a 401(k) plan offering the ability to contribute both pre and post-tax dollars up to the IRS annual limits and receive a company match. To encourage work/life balance, GDIT offers employees full flex work weeks where possible and a variety of paid time off plans, including vacation, sick and personal time, holidays, paid parental, military, bereavement and jury duty leave. To ensure our employees are able to protect their income, other offerings such as short and long-term disability benefits, life, accidental death and dismemberment, personal accident, critical illness and business travel and accident insurance are provided or available. We regularly review our Total Rewards package to ensure our offerings are competitive and reflect what our employees have told us they value most.

We are GDIT. A global technology and professional services company that delivers consulting, technology and mission services to every major agency across the U.S. government, defense and intelligence community. Our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. We operate across 30 countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development. Together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology.

We connect people with the most impactful client missions, creating an unparalleled work experience that allows them to see their impact every day. We create opportunities for our people to lead and learn simultaneously. From securing our nation’s most sensitive systems, to enabling digital transformation and cloud adoption, our people are the ones who make change real.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",,,"San Diego, CA",,,Full-time,True,FULL_TIME,"{""Data Link"",""Tactical Radios"",""Test Planning"",""Integration and Test Engineering"",""Comprehensive test plans"",Procedures,""Schedules for verifying system requirements"",""Platform level environmental testing"",""Reliability testing"",""Flight tests""}","['Data Link', 'Tactical Radios', 'Test Planning', 'Integration and Test Engineering', 'Comprehensive test plans', 'Procedures', 'Schedules for verifying system requirements', 'Platform level environmental testing', 'Reliability testing', 'Flight tests']"
3592392532,Drone-Car Engineer,Lorenz Motors,14003134,"Company DescriptionLorenz Motors is at the forefront of personal air transportation innovation. Our flagship project, the drone-car, is designed to revolutionize the way individuals travel by providing a faster and more efficient alternative to traditional transportation methods. With advanced toroidal propellers and soundproofing technologies, our drone-cars are not only environmentally friendly but also reduce noise pollution by up to 30%. Based in New Jersey, since 2018, we are a passionate team of aerospace engineers dedicated to reshaping the future of travel.
Role DescriptionThis is a full-time, on-site role for a Drone-Car Engineer at Lorenz Motors in Trenton, NJ. As a Drone-Car Engineer, you will be responsible for the day-to-day tasks related to designing, developing, and testing our cutting-edge drone-car technology. This includes working on drone systems, robotics, and UAV (Unmanned Aerial Vehicle) technology. You will also be involved in programming and software development for drone-car control and optimization.
QualificationsAerospace Engineering and Drones knowledgeExperience in Robotics and UAV technologiesProficient in programming and software developmentStrong problem-solving and analytical skillsExcellent communication and collaboration abilitiesAttention to detail and a passion for innovationExperience with autonomous systems is a plusBachelor's degree in Engineering, Computer Science, or a related field",,YEARLY,"Trenton, NJ",60000.0,,Full-time,True,FULL_TIME,"{""Aerospace Engineering"",""Drones knowledge"",Robotics,""UAV technology"",Programming,""Software development"",Problem-solving,""Analytical skills"",Communication,""Collaboration abilities"",""Attention to detail"",Innovation,""Autonomous systems""}","['Aerospace Engineering', 'Drones knowledge', 'Robotics', 'UAV technology', 'Programming', 'Software development', 'Problem-solving', 'Analytical skills', 'Communication', 'Collaboration abilities', 'Attention to detail', 'Innovation', 'Autonomous systems']"
3592869068,2L 2025 Summer Law Clerk,"Shute, Mihaly & Weinberger LLP",95725,"Shute, Mihaly & Weinberger LLP is a public interest law firm specializing in government, land use, renewable energy, and environmental law. Since 1980, the firm has provided public agencies, non-profits, Tribes, and community groups with the highest quality legal representation, offering an array of litigation, regulatory, counseling, and planning services. Known for its commitment to promoting environmental and community values, SMW is at the forefront of the major land use, energy, and development issues facing California today.
The firm's clerkship program offers law clerks valuable legal experience as well as a wide-ranging and realistic view of the firm's practice. Clerks are an integral part of the firm and often work on assignments that would otherwise go to junior attorneys. The assignments provide broad exposure to the firm's practice areas and the opportunity to work with many of the firm's attorneys. We also strive to engage clerks in our practice by involving them in ongoing projects, client meetings, and hearings. During the summer, the firm organizes various social events with the attorneys and firm staff.
We look for applicants with strong academic records and writing skills and demonstrated interest in our firm's practice areas and values. We value diversity in our law clerks’ background and experience. 
All applications for summer clerkships must be received by August 15, 2024. We consider applications for term clerkships on a rolling basis for work during the spring and fall semesters. Applicants generally should apply no later than October 1st for the spring term and May 1st for the fall term, but we consider applications as we receive them. Compensation is currently $36/hour but may be modified over time.",,HOURLY,"San Francisco, CA",36.0,,Temporary,True,TEMPORARY,"{""strong academic records"",""writing skills"",""demonstrated interest in our firm's practice areas and values"",""diversity in background and experience""}","['strong academic records', 'writing skills', ""demonstrated interest in our firm's practice areas and values"", 'diversity in background and experience']"
3594311833,Marketing Manager,Balltime,81782606,"Title: Marketing Manager
Location: United States (remote)
Job Type: Full-time
About Balltime: Balltime is on a mission to democratize the use of Video & Analytics for Team sports using AI, starting with Volleyball. Built for Individual Athletes & Teams, our platform processes video in 1hr to generate pro-level breakdowns, highlights, and stats. Currently focused on the US Market, we are looking for a Marketing manager to help us grow our market share, gain brand awareness, and establish Balltime as a leading company in the field of Sports Technology.
Our Ideal Candidate: While we will consider strong applicants with any profile, we will favor candidates that have domain expertise in the US Volleyball market. Our Ideal Candidate will have gone through the Volleyball Youth Club and/or Collegiate ecosystem, has a strong passion for Volleyball and the larger Sports Industry as a whole.
Job Summary:The Marketing/Growth Manager develops, implements, executes, tracks, and optimizes all marketing campaigns across our channels. We are looking for a candidate who can take ownership of the current marketing channels that have been leveraged so far, develop new growth channels, and continue to refine the overall Marketing/Growth strategy at Balltime.
Key Responsibilities:Manage, own, and optimize current marketing/growth channels (partnerships, social media, paid social, word-of-mouth)Develop, implement, and execute the strategy around new marketing/growth channels (event marketing, SEO, PLG, lifecycle marketing, press)Help with lead generation and lead qualification efforts on the B2B segmentManage the lead generation and conversion effort on the B2C segmentCreate content for our website, blog, and other marketing channelsDevelop and execute all outbound communications (email marketing campaigns, social media channels)Track and analyze sales and marketing metrics to measure success and identify areas for improvementBrainstorm new and creative growth strategies and provide recommendations to leadership
Requirements:Any profile will be considered, but 2-3 years of experience in a similar position is preferred.Passion for Sports & Sports TechnologyExcellent verbal and written communication skillsFamiliarity with social media platforms and digital marketing techniquesFamiliarity with Hubspot is a plusWillingness to Travel to be present at on-site events and represent the Balltime brand.
Compensation:TBD based on experience
Application:Please send over your resume to contact@balltime.com with the Subject Line “Marketing Manager”, and a quick blurb about yourself and why you are interested in the position (200 words max).",,,United States,,,Full-time,True,FULL_TIME,"{""Digital Marketing"",""Social Media Platforms"",""Content Creation"",""Email Marketing Campaigns"",Hubspot,Analytics,""Communication Skills"",SEO,""PLG (Product-Led Growth)"",""Lifecycle Marketing"",""Event Marketing"",""Press Relations"",""Lead Generation"",""Conversion Efforts"",""Marketing Strategy Development"",""Creative Problem-Solving""}","['Digital Marketing', 'Social Media Platforms', 'Content Creation', 'Email Marketing Campaigns', 'Hubspot', 'Analytics', 'Communication Skills', 'SEO', 'PLG (Product-Led Growth)', 'Lifecycle Marketing', 'Event Marketing', 'Press Relations', 'Lead Generation', 'Conversion Efforts', 'Marketing Strategy Development', 'Creative Problem-Solving']"
3594710940,"Scientific Project Manager for Food, Beverage, and Consumer Packaged Goods Industries (Project Architect | PA)","PreScouter, Inc.",2266952,"Job Title: Scientific Project Manager for Food, Beverage, and Consumer Packaged Goods Industries (Project Architect | PA)

Job descriptionPreScouter is a rapidly growing Chicago-based scientific consulting firm that works with Global 1000 companies (e.g., ADIDAS, Amgen, Sanofi, BASF, NASA, Pepsi, GE, Estee Lauder, and many more) on innovation projects. Currently, PreScouter is actively recruiting full-time scientific consultants / project managers with experience in the following, and related, domains: Food Science and Technology, Process Engineering, Clinical Nutrition and Dietetics, Biochemistry, Consumer Psychology and Market Research, Supply Chain Management and Logistics, Regulatory Affairs and Food Law, Biotechnology and Fermentation Science, Chemical Engineering, and related disciplines. The position is 100% remote, with full benefits (i.e., dental, medical, 401k match, PTO, ESOP, and more).PreScouter’s vision is to accelerate the pace of scientific innovation to benefit humanity. 
The Role:PreScouter’s project managers act as consultants with direct responsibility towards delivering on client needs by managing a team of analysts and other internal or external resources. In this role, you will have the opportunity to interact directly with corporate decision-makers and be expected to maintain and grow those relationships by delivering on their needs. The role requires you to be capable of devising the right strategy to provide clients with the actionable insight they seek from the resources available. You will therefore be expected to leverage PreScouter’s different databases and networks for raw data, insights, analysts, and subject matter experts while managing and building your team of analysts and junior consultants to achieve the required outputs. We are looking for a highly organized, motivated leader to join us.
This position is permanently remote. You will be expected to work in the CST timezone (+/- 3 hours) for the next 3+ years. 
Responsibilities:Quickly get up to speed on new technologies/topics so you are prepared to discuss them with industry leaders.Be able to clearly understand a client’s business problem and devise a viable approach to address it with support from a mentor.Manage several project teams of 3-5 analysts, ensuring short deadlines, milestones, and deliverables are never missed. Transform raw data and information into actionable insights that address clients’ business problems and objectives.Clearly and fluently communicate findings and recommendations to clients.Proactively anticipate the client’s needs and research questions to grow the relationship.Work on thought leadership pieces to cement yourself and PreScouter as a leader in the space.
Desired Attributes:Insatiable Curiosity - You love learning about new things and can quickly get up to speed on new technologies.A Self-Starter - You take ownership of your work, proactively ask questions, and come up with suggestions for improvement. You take the initiative to drive projects forward and figure out what needs to happen next. You are naturally self-motivated and able to work independently as well as in a collaborative team environment.Highly Organized/Excellent Time Management - You easily manage multiple deadlines, staying on top of what needs to be completed by when, and delivering on time.Problem-Solving - You don’t take no for an answer. When presented with obstacles, you think creatively to find unexpected solutions and persist until you find a way.Skilled Communicator - You are known for your exceptional communication and interpersonal skills. You can connect effectively with all levels of an organization, from front-line staff to senior executives. You elicit detailed responses and make sense of complex conversations. You respond sensitively to the situation, knowing when to go deeper and when to step back.Effective Writer - You know how to craft effective and concise decks and insights emails that are easy for people to read and understand. You excel at figuring out how to get your message across and how to get people’s attention to the right information. Commitment to Excellence - You are committed to continuous improvement. In everything you do, you are always looking to do it a little better.Integrity - Trustworthy with confidential information and able to maintain a high level of personal and professional integrity
Job Requirements:Native or Fluent in EnglishProven Leadership Experience Technical Background (MS or PhD)Ideally: 1-3 years of consulting ExperienceIdeally Based in North America (Available CST working hours +/- 3hrs)
Job Type: Full-time
Benefits: 401k, Medical, Dental, Vision, 100% remote, Employee Stock Options Program, Work-remSalary and benefits are competitive with other top 20 Scientific Consulting firms. PreScouter provides equitable compensation based on geography and experience. 
Referral Bounty Alert:  In pursuit of the best-fit talent for this role, we offer a referral bonus. Should your referral result in a successful hire, a $500 bonus will be awarded following six months of satisfactory employment, with an additional $500 after twelve months. We appreciate your contributions to enhancing our team's expertise.",,,United States,,,Full-time,True,FULL_TIME,"{""Insatiable Curiosity"",Self-Starter,""Highly Organized/Excellent Time Management"",Problem-Solving,""Skilled Communicator"",""Effective Writer"",""Commitment to Excellence"",Integrity}","['Insatiable Curiosity', 'Self-Starter', 'Highly Organized/Excellent Time Management', 'Problem-Solving', 'Skilled Communicator', 'Effective Writer', 'Commitment to Excellence', 'Integrity']"
